X;id;grade;discipline;infraction;timestamp;gender;male;female
90;95;1;0;failure to cooperate;12/09/2016 07:49;Female;0;1
91;96;1;0;failure to cooperate;02/09/2016 07:34;Male;1;0
92;97;1;0;failure to cooperate;09/01/2017 08:12;Female;0;1
93;98;1;0;failure to cooperate;14/04/2017 07:34;Male;1;0
94;99;1;0;failure to cooperate;02/11/2016 08:27;Female;0;1
95;101;1;0;disruptive conduct;24/04/2017 08:24;Male;1;0
96;102;1;0;failure to cooperate;27/01/2017 07:59;Female;0;1
97;103;1;0;failure to cooperate;10/03/2017 08:55;Male;1;0
98;104;1;0;disruptive conduct;26/04/2017 07:59;Male;1;0
99;105;1;0;failure to cooperate;04/10/2016 08:09;Female;0;1
100;106;1;0;failure to cooperate;08/11/2016 09:01;Male;1;0
101;107;1;0;failure to cooperate;28/12/2016 07:10;Male;1;0
102;108;1;0;academic dishonesty;30/05/2017 07:33;Male;1;0
103;109;1;0;academic dishonesty;29/12/2016 07:51;Male;1;0
104;110;1;0;academic dishonesty;21/12/2016 07:48;Male;1;0
105;111;1;0;disruptive conduct;26/09/2016 07:21;Male;1;0
106;112;1;0;fighting;17/02/2017 08:31;Male;1;0
107;113;1;0;failure to cooperate;21/02/2017 08:19;Female;0;1
108;114;1;0;academic dishonesty;14/12/2016 08:27;Male;1;0
109;115;1;0;alcohol;10/10/2016 08:59;Female;0;1
110;116;1;0;academic dishonesty;12/12/2016 07:31;Male;1;0
111;117;1;0;failure to cooperate;08/09/2016 07:44;Female;0;1
112;118;1;0;academic dishonesty;15/09/2016 08:00;Male;1;0
113;119;1;0;disruptive conduct;17/05/2017 08:04;Male;1;0
114;120;1;0;academic dishonesty;31/10/2016 07:54;Female;0;1
115;121;1;0;failure to cooperate;05/05/2017 07:27;Male;1;0
116;122;1;0;failure to cooperate;23/11/2016 08:13;Male;1;0
117;123;1;0;failure to cooperate;23/03/2017 08:50;Male;1;0
118;124;1;0;academic dishonesty;05/09/2016 08:13;Male;1;0
119;125;1;0;academic dishonesty;05/01/2017 08:14;Male;1;0
120;126;1;0;academic dishonesty;20/12/2016 07:32;Male;1;0
121;127;1;0;failure to cooperate;14/10/2016 08:14;Male;1;0
122;129;1;0;academic dishonesty;28/11/2016 07:47;Female;0;1
123;130;1;0;failure to cooperate;09/12/2016 08:41;Male;1;0
124;131;1;0;failure to cooperate;15/09/2016 07:37;Male;1;0
125;132;1;0;disruptive conduct;05/05/2017 08:15;Female;0;1
126;133;1;0;failure to cooperate;05/05/2017 08:14;Male;1;0
127;134;1;0;failure to cooperate;18/04/2017 07:57;Male;1;0
128;135;1;0;failure to cooperate;20/10/2016 07:55;Female;0;1
129;136;1;0;failure to cooperate;05/05/2017 08:46;Male;1;0
130;137;1;0;failure to cooperate;02/09/2016 07:20;Female;0;1
131;138;1;0;failure to cooperate;27/03/2017 07:54;Male;1;0
132;139;1;0;disruptive conduct;31/01/2017 07:36;Male;1;0
133;140;1;0;failure to cooperate;21/10/2016 08:26;Female;0;1
134;141;1;0;disruptive conduct;28/04/2017 08:32;Female;0;1
135;142;1;0;failure to cooperate;12/09/2016 08:23;Male;1;0
136;143;1;0;failure to cooperate;02/11/2016 08:40;Male;1;0
137;144;1;0;academic dishonesty;03/05/2017 07:41;Male;1;0
138;145;1;0;disruptive conduct;17/03/2017 07:45;Male;1;0
139;146;1;0;academic dishonesty;27/03/2017 08:26;Male;1;0
140;147;1;0;failure to cooperate;13/03/2017 08:20;Female;0;1
141;148;1;0;disruptive conduct;28/09/2016 07:28;Male;1;0
142;149;1;0;failure to cooperate;30/09/2016 08:05;Male;1;0
143;150;1;0;academic dishonesty;06/09/2016 08:31;Male;1;0
144;151;1;0;disruptive conduct;06/01/2017 07:53;Female;0;1
145;152;1;0;failure to cooperate;27/10/2016 08:07;Male;1;0
146;153;1;0;academic dishonesty;07/03/2017 07:13;Male;1;0
147;154;1;0;vandalism;07/11/2016 07:32;Male;1;0
148;155;1;0;alcohol;13/09/2016 07:48;Female;0;1
149;156;1;0;disruptive conduct;14/10/2016 07:20;Male;1;0
150;157;1;0;failure to cooperate;24/11/2016 08:01;Male;1;0
151;158;1;0;disruptive conduct;05/04/2017 07:37;Female;0;1
152;159;1;0;failure to cooperate;08/11/2016 08:16;Male;1;0
153;160;1;0;failure to cooperate;05/09/2016 07:39;Female;0;1
154;161;1;0;failure to cooperate;19/12/2016 07:58;Male;1;0
155;162;1;0;academic dishonesty;05/09/2016 07:59;Male;1;0
156;163;1;0;academic dishonesty;12/10/2016 08:05;Female;0;1
157;164;1;0;failure to cooperate;13/03/2017 07:37;Male;1;0
158;165;1;0;academic dishonesty;22/05/2017 07:20;Female;0;1
159;166;1;0;failure to cooperate;14/02/2017 08:26;Female;0;1
160;167;1;0;failure to cooperate;13/04/2017 08:15;Female;0;1
161;168;1;0;disruptive conduct;01/06/2017 07:49;Male;1;0
162;169;1;0;academic dishonesty;03/01/2017 08:52;Male;1;0
163;170;1;0;disruptive conduct;08/05/2017 07:46;Male;1;0
164;171;1;0;failure to cooperate;14/09/2016 08:06;Male;1;0
165;172;1;0;academic dishonesty;19/12/2016 08:05;Male;1;0
166;173;1;0;failure to cooperate;25/10/2016 08:50;Female;0;1
167;174;1;0;failure to cooperate;20/04/2017 08:11;Male;1;0
168;175;1;0;academic dishonesty;07/10/2016 07:11;Female;0;1
169;176;1;0;failure to cooperate;26/12/2016 08:28;Male;1;0
170;177;1;0;disruptive conduct;07/10/2016 07:51;Male;1;0
171;178;1;0;failure to cooperate;24/05/2017 07:16;Male;1;0
172;179;1;0;disruptive conduct;01/06/2017 07:48;Male;1;0
173;182;1;0;plagiarism;03/01/2017 07:26;Male;1;0
174;183;1;0;failure to cooperate;14/03/2017 07:57;Female;0;1
175;184;1;0;plagiarism;08/11/2016 07:32;Female;0;1
176;185;1;0;disruptive conduct;07/04/2017 08:07;Male;1;0
177;186;1;0;failure to cooperate;25/11/2016 08:16;Male;1;0
178;187;1;0;failure to cooperate;03/01/2017 07:47;Male;1;0
179;188;1;0;disruptive conduct;12/04/2017 06:37;Female;0;1
180;189;1;0;alcohol;10/11/2016 08:07;Male;1;0
181;190;1;0;academic dishonesty;11/10/2016 08:04;Female;0;1
182;191;1;0;failure to cooperate;07/11/2016 08:12;Male;1;0
183;193;1;0;failure to cooperate;14/10/2016 08:43;Male;1;0
184;194;1;0;failure to cooperate;18/05/2017 08:47;Male;1;0
185;195;1;0;academic dishonesty;28/10/2016 08:13;Male;1;0
186;196;1;0;disruptive conduct;06/02/2017 08:26;Male;1;0
187;197;1;0;academic dishonesty;03/01/2017 07:34;Male;1;0
188;198;1;0;failure to cooperate;04/04/2017 07:19;Female;0;1
189;199;1;0;plagiarism;07/03/2017 08:38;Female;0;1
190;200;1;0;academic dishonesty;04/05/2017 08:17;Female;0;1
191;201;1;0;disruptive conduct;20/02/2017 08:04;Male;1;0
192;202;1;0;failure to cooperate;21/11/2016 07:29;Male;1;0
193;203;1;0;failure to cooperate;30/12/2016 08:35;Male;1;0
194;204;1;0;failure to cooperate;11/04/2017 07:45;Female;0;1
195;205;1;0;failure to cooperate;06/09/2016 08:16;Male;1;0
196;206;1;0;failure to cooperate;14/10/2016 07:25;Female;0;1
197;207;1;0;academic dishonesty;28/03/2017 07:49;Male;1;0
198;208;1;0;academic dishonesty;20/04/2017 07:41;Female;0;1
199;209;1;0;failure to cooperate;09/09/2016 07:29;Male;1;0
200;210;1;0;failure to cooperate;14/02/2017 07:26;Male;1;0
201;211;1;0;disruptive conduct;22/05/2017 08:48;Male;1;0
202;212;1;0;failure to cooperate;23/01/2017 08:02;Female;0;1
203;213;1;0;academic dishonesty;14/09/2016 07:22;Male;1;0
204;214;1;0;failure to cooperate;12/01/2017 08:04;Female;0;1
205;215;1;0;failure to cooperate;30/12/2016 07:48;Male;1;0
206;216;1;0;failure to cooperate;01/12/2016 07:38;Male;1;0
207;217;1;0;failure to cooperate;24/03/2017 08:18;Female;0;1
208;219;1;0;failure to cooperate;10/01/2017 08:11;Male;1;0
209;221;1;0;failure to cooperate;10/10/2016 08:27;Male;1;0
210;222;1;0;failure to cooperate;29/05/2017 07:55;Male;1;0
211;223;1;0;disruptive conduct;21/12/2016 07:32;Male;1;0
212;224;1;0;failure to cooperate;24/11/2016 07:58;Male;1;0
213;225;1;0;alcohol;31/01/2017 08:06;Female;0;1
214;226;1;0;failure to cooperate;12/12/2016 07:12;Male;1;0
215;227;1;0;plagiarism;23/11/2016 08:07;Male;1;0
216;228;1;0;failure to cooperate;13/12/2016 08:51;Male;1;0
217;229;1;0;failure to cooperate;04/11/2016 07:31;Male;1;0
218;230;1;0;failure to cooperate;01/05/2017 08:51;Male;1;0
219;231;1;0;disruptive conduct;17/04/2017 08:26;Male;1;0
220;232;1;0;failure to cooperate;08/12/2016 08:09;Female;0;1
221;233;1;0;academic dishonesty;27/12/2016 07:55;Male;1;0
222;235;1;0;failure to cooperate;06/10/2016 08:13;Male;1;0
223;236;1;0;alcohol;11/04/2017 07:50;Male;1;0
224;237;1;0;academic dishonesty;07/02/2017 08:48;Female;0;1
225;238;1;0;academic dishonesty;17/01/2017 08:47;Female;0;1
226;239;1;0;disruptive conduct;08/05/2017 07:30;Male;1;0
227;240;1;0;academic dishonesty;20/10/2016 08:12;Male;1;0
228;241;1;0;failure to cooperate;15/05/2017 08:19;Male;1;0
229;243;1;0;failure to cooperate;17/03/2017 08:06;Female;0;1
230;244;1;0;failure to cooperate;14/11/2016 07:36;Male;1;0
231;245;1;0;failure to cooperate;13/12/2016 08:01;Female;0;1
232;246;1;0;academic dishonesty;31/05/2017 09:19;Male;1;0
233;247;1;0;fighting;03/01/2017 08:19;Female;0;1
234;248;1;0;failure to cooperate;18/01/2017 07:03;Female;0;1
235;249;1;0;failure to cooperate;20/02/2017 07:56;Male;1;0
236;250;1;0;disruptive conduct;07/12/2016 07:47;Female;0;1
237;251;1;0;academic dishonesty;03/04/2017 07:32;Male;1;0
238;252;1;0;academic dishonesty;15/09/2016 08:05;Female;0;1
239;253;1;0;disruptive conduct;14/10/2016 07:35;Female;0;1
240;254;1;0;failure to cooperate;28/12/2016 07:50;Male;1;0
241;255;1;0;failure to cooperate;02/09/2016 07:28;Male;1;0
242;256;1;0;academic dishonesty;03/03/2017 08:15;Male;1;0
243;257;1;0;failure to cooperate;21/12/2016 07:45;Male;1;0
244;258;1;0;fighting;15/11/2016 08:09;Male;1;0
245;259;1;0;academic dishonesty;04/01/2017 08:00;Male;1;0
246;261;1;0;disruptive conduct;13/09/2016 07:58;Female;0;1
247;262;1;0;failure to cooperate;30/12/2016 07:33;Male;1;0
248;263;1;0;disruptive conduct;01/03/2017 08:20;Female;0;1
249;264;1;0;disruptive conduct;19/04/2017 08:39;Male;1;0
250;265;1;0;failure to cooperate;28/11/2016 07:56;Male;1;0
251;266;1;0;fighting;29/05/2017 08:00;Male;1;0
252;267;1;0;disruptive conduct;11/10/2016 07:40;Male;1;0
253;268;1;0;failure to cooperate;31/05/2017 07:26;Male;1;0
254;269;1;0;failure to cooperate;27/12/2016 08:24;Male;1;0
255;270;1;0;vandalism;26/09/2016 08:28;Male;1;0
256;271;1;0;disruptive conduct;16/02/2017 07:44;Male;1;0
257;272;1;0;disruptive conduct;27/04/2017 07:17;Male;1;0
258;273;1;0;failure to cooperate;10/11/2016 08:13;Female;0;1
259;274;1;0;academic dishonesty;13/10/2016 08:02;Male;1;0
260;275;1;0;failure to cooperate;17/10/2016 08:20;Male;1;0
261;276;1;0;academic dishonesty;06/02/2017 08:04;Female;0;1
262;277;1;0;fighting;14/04/2017 07:39;Male;1;0
263;278;1;0;academic dishonesty;20/09/2016 08:09;Male;1;0
264;279;1;0;academic dishonesty;02/05/2017 06:58;Female;0;1
265;280;1;0;failure to cooperate;19/10/2016 07:03;Female;0;1
266;281;1;0;disruptive conduct;28/10/2016 07:35;Male;1;0
267;282;1;0;failure to cooperate;18/01/2017 08:35;Male;1;0
268;283;1;0;failure to cooperate;20/10/2016 08:52;Male;1;0
269;284;1;0;academic dishonesty;12/09/2016 08:04;Male;1;0
270;285;1;0;failure to cooperate;02/02/2017 08:15;Female;0;1
271;286;1;0;disruptive conduct;12/10/2016 08:18;Female;0;1
272;287;1;0;failure to cooperate;06/01/2017 08:28;Male;1;0
273;289;1;0;disruptive conduct;27/04/2017 06:43;Female;0;1
274;290;1;0;disruptive conduct;30/11/2016 07:33;Female;0;1
275;291;1;0;disruptive conduct;20/12/2016 08:32;Male;1;0
276;292;1;0;fighting;23/11/2016 07:46;Male;1;0
277;293;1;0;disruptive conduct;23/12/2016 08:58;Male;1;0
278;294;1;0;failure to cooperate;22/03/2017 07:57;Female;0;1
279;295;1;0;academic dishonesty;19/09/2016 08:12;Male;1;0
280;296;1;0;failure to cooperate;20/10/2016 08:19;Female;0;1
281;297;1;0;failure to cooperate;21/04/2017 08:18;Male;1;0
282;298;1;0;failure to cooperate;15/05/2017 08:03;Male;1;0
283;299;1;0;disruptive conduct;19/04/2017 08:17;Female;0;1
284;300;1;0;disruptive conduct;22/11/2016 07:44;Male;1;0
285;301;1;0;failure to cooperate;06/12/2016 08:05;Female;0;1
286;302;1;0;failure to cooperate;14/10/2016 08:06;Male;1;0
287;303;1;0;failure to cooperate;08/11/2016 07:50;Male;1;0
288;304;1;0;minor incident;28/11/2016 07:10;Male;1;0
289;305;1;0;academic dishonesty;11/10/2016 07:32;Male;1;0
290;306;1;0;disruptive conduct;26/05/2017 08:11;Male;1;0
291;307;1;0;failure to cooperate;30/11/2016 08:39;Male;1;0
292;308;1;0;disruptive conduct;04/01/2017 07:25;Male;1;0
293;309;1;0;failure to cooperate;28/02/2017 07:14;Female;0;1
294;310;1;0;failure to cooperate;10/03/2017 07:55;Male;1;0
295;311;1;0;failure to cooperate;11/01/2017 08:20;Male;1;0
296;312;1;0;failure to cooperate;29/09/2016 08:41;Male;1;0
297;313;1;0;minor incident;07/11/2016 07:55;Male;1;0
298;314;1;0;disruptive conduct;28/02/2017 07:22;Male;1;0
299;315;1;0;failure to cooperate;16/05/2017 08:00;Male;1;0
300;316;1;0;vandalism;06/04/2017 07:25;Male;1;0
301;317;1;0;alcohol;10/03/2017 07:18;Female;0;1
302;318;1;0;failure to cooperate;16/11/2016 07:22;Female;0;1
303;319;1;0;failure to cooperate;13/03/2017 08:36;Male;1;0
304;320;1;0;failure to cooperate;24/10/2016 08:11;Male;1;0
305;321;1;0;disruptive conduct;03/01/2017 07:39;Male;1;0
306;322;1;0;failure to cooperate;23/12/2016 08:11;Male;1;0
307;323;1;0;failure to cooperate;02/02/2017 07:32;Male;1;0
308;324;1;0;academic dishonesty;26/10/2016 08:03;Male;1;0
309;325;1;0;failure to cooperate;12/04/2017 07:49;Male;1;0
310;326;1;0;disruptive conduct;18/01/2017 08:09;Male;1;0
311;327;1;0;academic dishonesty;21/02/2017 08:45;Female;0;1
312;328;1;0;fighting;21/03/2017 08:42;Female;0;1
313;329;1;0;failure to cooperate;29/03/2017 08:40;Female;0;1
314;331;1;0;failure to cooperate;28/09/2016 07:16;Male;1;0
315;332;1;0;academic dishonesty;11/05/2017 08:23;Male;1;0
316;333;1;0;failure to cooperate;25/10/2016 07:37;Female;0;1
317;334;1;0;academic dishonesty;02/05/2017 07:10;Female;0;1
318;335;1;0;failure to cooperate;27/12/2016 08:05;Male;1;0
319;336;1;0;failure to cooperate;08/12/2016 08:32;Male;1;0
320;337;1;0;failure to cooperate;01/02/2017 08:23;Male;1;0
321;338;1;0;failure to cooperate;26/05/2017 07:32;Female;0;1
322;339;1;0;academic dishonesty;05/09/2016 08:02;Female;0;1
323;340;1;0;failure to cooperate;26/10/2016 08:05;Male;1;0
324;341;1;0;failure to cooperate;18/11/2016 08:07;Female;0;1
325;342;1;0;failure to cooperate;23/02/2017 07:54;Male;1;0
326;343;1;0;plagiarism;13/10/2016 06:43;Male;1;0
327;344;1;0;failure to cooperate;05/10/2016 08:08;Female;0;1
328;345;1;0;failure to cooperate;20/01/2017 08:09;Male;1;0
329;346;1;0;academic dishonesty;21/11/2016 06:48;Male;1;0
330;347;1;0;failure to cooperate;06/01/2017 08:18;Male;1;0
331;348;1;0;failure to cooperate;16/01/2017 08:44;Male;1;0
332;349;1;0;academic dishonesty;28/12/2016 08:24;Male;1;0
333;350;1;0;failure to cooperate;30/12/2016 07:55;Male;1;0
334;351;1;0;failure to cooperate;28/10/2016 08:34;Female;0;1
335;352;1;0;academic dishonesty;24/11/2016 07:09;Female;0;1
336;353;1;0;minor incident;04/11/2016 07:26;Male;1;0
337;354;1;0;failure to cooperate;04/01/2017 08:29;Male;1;0
338;355;1;0;academic dishonesty;18/11/2016 07:43;Male;1;0
339;356;1;0;academic dishonesty;28/09/2016 07:47;Female;0;1
340;357;1;0;failure to cooperate;03/05/2017 07:41;Male;1;0
341;358;1;0;disruptive conduct;09/09/2016 08:02;Female;0;1
342;359;1;0;failure to cooperate;07/11/2016 07:20;Female;0;1
343;360;1;0;disruptive conduct;04/01/2017 08:22;Male;1;0
344;362;1;0;disruptive conduct;17/11/2016 08:09;Female;0;1
345;363;1;0;academic dishonesty;13/12/2016 07:43;Female;0;1
346;364;1;0;academic dishonesty;06/04/2017 07:56;Male;1;0
347;365;1;0;failure to cooperate;28/09/2016 08:02;Female;0;1
348;367;1;0;academic dishonesty;07/10/2016 07:47;Male;1;0
349;368;1;0;fighting;18/01/2017 08:31;Male;1;0
350;369;1;0;academic dishonesty;07/02/2017 07:50;Female;0;1
351;371;1;0;academic dishonesty;08/03/2017 08:04;Male;1;0
352;372;1;0;alcohol;24/05/2017 08:08;Male;1;0
353;373;1;0;failure to cooperate;23/11/2016 07:42;Female;0;1
354;374;1;0;failure to cooperate;03/04/2017 08:20;Male;1;0
355;375;1;0;alcohol;24/03/2017 07:21;Male;1;0
356;376;1;0;failure to cooperate;25/05/2017 08:33;Male;1;0
357;377;1;0;failure to cooperate;03/02/2017 07:21;Male;1;0
358;378;1;0;failure to cooperate;01/03/2017 08:02;Male;1;0
359;379;1;0;failure to cooperate;03/05/2017 07:45;Male;1;0
360;380;1;0;academic dishonesty;14/02/2017 08:19;Male;1;0
361;381;1;0;failure to cooperate;09/12/2016 07:30;Male;1;0
362;383;1;0;disruptive conduct;16/03/2017 07:31;Male;1;0
363;384;1;0;failure to cooperate;26/12/2016 08:42;Male;1;0
364;385;1;0;academic dishonesty;24/03/2017 07:33;Male;1;0
365;386;1;0;failure to cooperate;27/03/2017 08:38;Male;1;0
366;387;1;0;failure to cooperate;27/03/2017 07:46;Male;1;0
367;388;1;0;disruptive conduct;10/01/2017 07:17;Female;0;1
368;389;1;0;academic dishonesty;06/01/2017 07:36;Male;1;0
369;390;1;0;academic dishonesty;03/11/2016 08:22;Female;0;1
370;391;1;0;academic dishonesty;28/04/2017 07:54;Female;0;1
371;392;1;0;academic dishonesty;04/05/2017 08:07;Female;0;1
372;393;1;0;failure to cooperate;01/02/2017 07:13;Female;0;1
373;394;1;0;failure to cooperate;20/09/2016 08:30;Male;1;0
374;395;1;0;failure to cooperate;15/11/2016 07:59;Female;0;1
375;396;1;0;failure to cooperate;01/02/2017 08:06;Male;1;0
376;397;1;0;academic dishonesty;14/03/2017 07:01;Male;1;0
377;398;1;0;failure to cooperate;16/01/2017 07:36;Female;0;1
378;399;1;0;failure to cooperate;21/02/2017 08:51;Male;1;0
379;400;1;0;failure to cooperate;17/03/2017 06:39;Male;1;0
380;401;1;0;failure to cooperate;07/09/2016 07:41;Male;1;0
381;402;1;0;failure to cooperate;21/03/2017 07:42;Male;1;0
382;403;1;0;disruptive conduct;04/10/2016 08:29;Male;1;0
383;404;1;0;failure to cooperate;19/04/2017 08:00;Male;1;0
384;405;1;0;failure to cooperate;07/10/2016 07:45;Female;0;1
385;406;1;0;academic dishonesty;09/02/2017 07:25;Male;1;0
386;407;1;0;academic dishonesty;13/03/2017 07:18;Male;1;0
387;408;1;0;academic dishonesty;28/11/2016 06:36;Male;1;0
388;409;1;0;failure to cooperate;14/03/2017 07:47;Male;1;0
389;411;1;0;academic dishonesty;22/12/2016 08:51;Male;1;0
390;412;1;0;failure to cooperate;08/11/2016 07:54;Female;0;1
391;413;1;0;failure to cooperate;27/03/2017 08:12;Male;1;0
392;414;1;0;failure to cooperate;14/11/2016 07:25;Female;0;1
393;415;1;0;failure to cooperate;28/11/2016 08:35;Male;1;0
394;416;1;0;academic dishonesty;10/02/2017 08:05;Female;0;1
395;417;1;0;academic dishonesty;19/10/2016 08:24;Male;1;0
396;418;1;0;failure to cooperate;13/03/2017 07:47;Male;1;0
397;419;1;0;failure to cooperate;30/05/2017 08:33;Male;1;0
398;420;1;0;failure to cooperate;07/12/2016 07:26;Female;0;1
399;421;1;0;failure to cooperate;16/12/2016 08:43;Male;1;0
400;422;1;0;failure to cooperate;08/05/2017 07:24;Female;0;1
401;423;1;0;disruptive conduct;21/11/2016 07:47;Female;0;1
402;424;1;0;academic dishonesty;26/09/2016 07:12;Male;1;0
403;425;1;0;academic dishonesty;04/04/2017 08:14;Male;1;0
404;426;1;0;academic dishonesty;09/01/2017 08:08;Female;0;1
405;427;1;0;failure to cooperate;23/03/2017 07:23;Female;0;1
406;428;1;0;failure to cooperate;27/03/2017 07:42;Male;1;0
407;429;1;0;minor incident;03/11/2016 09:19;Male;1;0
408;430;1;0;failure to cooperate;12/04/2017 08:16;Male;1;0
409;431;1;0;academic dishonesty;31/03/2017 08:59;Male;1;0
410;432;1;0;failure to cooperate;18/01/2017 07:27;Male;1;0
411;433;1;0;failure to cooperate;11/01/2017 08:22;Male;1;0
412;434;1;0;failure to cooperate;09/03/2017 08:33;Male;1;0
413;435;1;0;failure to cooperate;15/03/2017 08:26;Female;0;1
